date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr,
08/31/2021,Move for Quality,5 sets NFT (not for time) of:• 20 Double Unders,1,1,Emoji Selection,,"[{""index"":1}]",,RX,,
09/01/2021,CrossFit Total,Three max effort attempts of each lift*:• Back squat 1-1-1• Shoulder Press 1-1-1• Deadlift 1-1-1Your score is the total of your best successful lifts.*See notes for recommended ROE,900,900,Load,,"[{""load"":345,""success"":true},{""load"":160,""success"":true},{""load"":395,""success"":true}]",gutd it & slogd thru 🤕🤧 #PRSP #SmallVictory 🤬Yeah,RX,PR,
09/01/2021,Back Squat 5-4-3-2-1-1-1-1,Back Squat for load: #1: 5 reps @ 50% #2: 4 reps @ 65% #3: 3 reps @ 75% #4: 2 reps @ 85% #5: 1 rep @ 95% #6: 1 rep #7: 1 rep #8: 1 rep,345,345,Load,Back Squat,"[{""load"":135,""success"":true},{""load"":0,""success"":true},{""load"":185,""success"":true},{""load"":235,""success"":true},{""load"":315,""success"":true},{""load"":365,""success"":false},{""load"":385,""success"":false},{""load"":345,""success"":true}]",Resigned to fact PR attempts wont be progd =>315/80% went up easy then reality set in -= #Ro3Kidz 🤧 Low back chirped the CNS queue fails 🤕 walkouts 95/100% 90% went up steady despite feeling beaten 😕,RX,,
09/01/2021,Shoulder Press 5-4-3-2-1-1-1-1,Shoulder Press for load: #1: 5 reps @ 50% #2: 4 reps @ 65% #3: 3 reps @ 75% #4: 2 reps @ 85% #5: 1 rep @ 95% #6: 1 rep #7: 1 rep #8: 1 rep,160,160,Load,Shoulder Press,"[{""load"":75,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":165,""success"":false},{""load"":160,""success"":true}]","""My weakness becomes my strength"" Had 165 up to 👀 hit 🧱 re-caged/un-caged +3lb. #PR straight grind thru sticking pt & weak-ass shoulder & back #🤬Yeah",RX,,
09/01/2021,Deadlift 5-4-3-2-1-1-1-1,Deadlift for load: #1: 5 reps @ 50% #2: 4 reps @ 65% #3: 3 reps @ 75% #4: 2 reps @ 85% #5: 1 rep @ 95% #6: 1 rep #7: 1 rep #8: 1 rep,395,395,Load,Deadlift,"[{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":205,""success"":true},{""load"":315,""success"":true},{""load"":425,""success"":false},{""load"":405,""success"":false},{""load"":395,""success"":true}]","425 tremor, 405 fail 2x both got off ground -= couldnt grind for glory #4Hundo today, 395/95% was #AllGutsNoGlory 😕",RX,,
09/02/2021,Active Recovery,10 rounds @Conversational Pace for calories:• 30 sec Air Bike or Row or Light Sled Pull• 30 sec Rest,60,60,Calories,,"[{""calories"":60}]",101bpm avg. #DIYTireSled,RX,,
09/02/2021,Run 800m,Run 800m,264,4:24,Time,,"[{""mins"":4,""secs"":24}]","Just moved, great AM for #EmbraceSuck",RX,,
09/03/2021,GPP,"Follow your heart today.For example: Loaded Carries, #HardwoodPaysOff, Sandbag, TGUs, sled...something that gets you moving for quality for 20-30+ minutes.*Wear a Heart-Rate Monitor if applicable & log your accomplishments.More ideas:1) https://www.t-nation.com/training/predator-conditioning2) https://www.t-nation.com/training/running-man3) https://www.t-nation.com/training/the-very-best-20-minute-workouts",2700,45:00:00,Time,,"[{""mins"":45,""secs"":0}]",Family Hike @HockingHills #OldMansCave w/ Baby-O in backpack carrier 120-130bpm convo pace,RX,,
09/04/2021,Active Recovery @Zone 2,Follow Your Heart Today. i.e. focus on moving for quality and keeping the HR b/t 120-140 bpm.*Ref notes for some WOD ideas,2700,45:00:00,Time,,"[{""mins"":45,""secs"":0}]","hiking moderate hills w/ Opal in backpack carrier, 130s bpm",RX,,
09/07/2021,Clean 2-2-2-1-1-1,Clean for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 1 rep #5: 1 rep #6: 1 rep,250,250,Load,Clean,"[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":227,""success"":true},{""load"":250,""success"":false},{""load"":250,""success"":true}]","3x nights on bed w/o back support & #Ro3Kid-3 250# felt light thru Pullz back & Fing left shoulder was tight & lil sore 🤕 had to dial it in, miss was on stand (#CNStrogen) hit it near perfection/easy after re-caged.",RX,,
09/07/2021,High Bar Back Squat 8-8-5-5-5,High Bar Back Squat for load: #1: 8 reps @ 65% #2: 8 reps @ 65% #3: 5 reps @ 70% #4: 5 reps @ 70% #5: 5 reps @ 75%,300,300,Load,High Bar Back Squat,"[{""load"":255,""success"":true},{""load"":255,""success"":true},{""load"":277,""success"":true},{""load"":277,""success"":true},{""load"":300,""success"":true}]","Thoughts: If I cant hit 3x5 @300lbs. off a 4-day deload where hiking around Gods Country w/ += #Baby-O on my back as my only source of adaptation, I had better re-eval my lifting program...shit went up easy 🤫💥🤘",RX,,
09/07/2021,Conditioning,• Run 200m• 15 Hang Power Cleans @60% of todays 1RM• Run 400m• 10 Hang Power Cleans @75% of todays 1RM• Run 800m• 5 Hang Power Cleans @85% of todays 1RM,899,14:59,Time,,"[{""mins"":14,""secs"":59}]",Runs @Driveway400 increments += #HillsHCLs @35/53/70lbs KBs => 3x5/2x5/1x5 ea.,RX,,
09/08/2021,Snatch Grip Deadlift 5x3,Snatch Grip Deadlift for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps,305,305,Load,Snatch Grip Deadlift,"[{""load"":225,""success"":true},{""load"":275,""success"":true},{""load"":305,""success"":true}]",Heavy triple TnGo 1st PR in #69Ro3 🤫 🤘,RX,,
09/08/2021,Amanda,9/7/5 reps of:• Muscle-Ups• Snatch 135/95#,420,7:00,Time,,"[{""mins"":7,""secs"":0}]","3+3+3 BMU then my phone started blowing up 💥📴work/life ⚖️ , too many blockersfinished @1+1+1 Snatch @135lb.",SCALED,,
09/08/2021,PS/Snatch Complex 5x1,PS/Snatch Complex for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 repPower Snatch + Snatch (full squat): *See notes for rep ROE,165,165,Load,PS/Snatch Complex,"[{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":175,""success"":false},{""load"":165,""success"":true}]",hi-pulld 175/BW hit this when P-⛓️ recoverd,RX,,
09/09/2021,GPP,1) 4 Rounds of:50m Sledpull or Push @pprox BW. Rest 60s2) 4 Rounds of:50m Overhead KB Carry @ 55/35. Rest 60s. 3) 4 Rounds of: 50m Front Rack Carry @ same weight as OH Carry. Rest 60s.,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,,
09/10/2021,Front Box Squat 5x1,Front Box Squat for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep,275,275,Load,Front Box Squat,"[{""load"":225,""success"":true},{""load"":275,""success"":true}]",Raw #FnMachineHead 🤬Yeah #BendTheBar💥🤘,RX,,
09/10/2021,Push Press 3-3-2-2-1-1-1-1,Push Press for load: #1: 3 reps #2: 3 reps #3: 2 reps #4: 2 reps #5: 1 rep #6: 1 rep #7: 1 rep #8: 1 rep,185,185,Load,Push Press,"[{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":225,""success"":false}]","Stripped plates off Box from seated BJs until felt heavy, 225lb. was dip jerk & felt CNStrogen engage the 🧠 -= 📴 so onward to FS. Admittedly working fast/raw pre-drill thrash & saving some cap for #9/11 🕊️🤘",RX,,
09/10/2021,Box Jump: Max Height,"Seated Box Jumps: 4 x 4, Rest 60s.*work up to a challenging height.",36.5,36.5,Inches,,"[{""inches"":36.5}]","Stacked 2xPlates to 24"" box += 45/45/35/25 12.5""",RX,,
09/11/2021,Snatch 5-3-2-1-1-1,Snatch for load: #1: 5 reps #2: 3 reps #3: 2 reps #4: 1 rep #5: 1 rep #6: 1 rep,125,125,Load,Snatch,"[{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":125,""success"":true}]",,RX,,
09/11/2021,Clean & Jerk 5-3-2-1-1-1,Clean & Jerk for load: #1: 5 reps #2: 3 reps #3: 2 reps #4: 1 rep #5: 1 rep #6: 1 rep,170,170,Load,Clean & Jerk,"[{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":170,""success"":true}]",,RX,,
09/11/2021,9/11,"For time:• 2001m Row or 2001m Run (1.25 miles)• 11 Box Jumps (30″ / 24″)• 11 Thrusters (125# / 85#)• 11 Burpee Chest to Bar Pull-ups• 11 Power Cleans (170# / 120#)• 11 HSPUs• 11 KB Swings (70# / 53#)• 11 Toes to Bar• 11 Deadlifts (170# / 120#)• 11 Push Jerks (110# / 75#)• 2001m Row or 2001m Run (1.25 miles)*No time Cap; if you begin the WOD with a Row, finish with a Run & v/v.",3075,51:15:00,Time,,"[{""mins"":51,""secs"":15}]",see log pic for breakdown 💥🏋️🤘,RX,,
09/13/2021,Front Squat 5x3,Front Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps,245,245,Load,Front Squat,"[{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":225,""success"":true},{""load"":245,""success"":true},{""load"":260,""success"":false}]",hit @260lb. single += chains ⛓️ Ctrl- (fail) on 2nd rep. hit this 🎯 #2RMFS...days numbered 🍂🤘,RX,,
09/13/2021,Conditioning,"*Choose one based off greatest weakness:1) EMOTM x 16 minutes alternating:• 5 HSPU• 100m Run*If 5 is easy, do 72) EMOTM x 16 minutes alternating:• 6 Heavy Unbroken Push Press• 100m Run",16,16,Rounds + Reps,,"[{""reps"":0,""rnds"":16}]","UB @COA2 135# PP/5-cal Echo Bike 🚲🥵Dug deep, got real 10+ mins, fought thru weakness & stayed tight 🤬Yeah!!",RX,,
09/15/2021,Box Squat 3-3-3-3-1,Box Squat for load: #1: 3 reps @ 0% #2: 3 reps @ 0% #3: 3 reps @ 0% #4: 3 reps @ 0% #5: 1 rep @ 0%,385,385,Load,Box Squat,"[{""load"":135,""success"":true},{""load"":225,""success"":true},{""load"":315,""success"":true},{""load"":365,""success"":true},{""load"":385,""success"":true}]","@RAB hi-box 20"" 💥🏋️🤘",RX,,
09/15/2021,Press Clusters,Choose a challenging weight for each movement:• Strict Press: 5 x 2 E30S across @60-70% 2RM SP• Push Press: 5 x 2 E30S across @80% 2RM PP• Push Jerk: 5 x 2 E30S across @75% 1RM PJ,185,185,Load,,"[{""load"":95,""success"":true},{""load"":135,""success"":true},{""load"":185,""success"":true}]","PC into SP & PJ, SN into BTN PP",RX,,
09/15/2021,Conditioning,*Choose one based off greatest weakness:1) Box Jump 8 x 10 unbroken  *rest only as long as needed2) Double-Unders 8 x 20 unbroken (scale to 10 reps if needed)3) Row: 4 x 500m E3Min4) Run: 4 x 400m E3Min*Score is Greatest UB Reps / Slowest Time,0,2x2:30,Other / Text,,"[{""other"":""2x2:30""}]",Row/warm-up @RAB TDY,RX,,
09/16/2021,Conditioning,"Pick 2 of the following based off greatest weakness:*Alternate as needed to complete. If it says UB, you have to complete an unbroken set before alternating.1) 10 Rope climbs2) 5 x 7 UB ""heavy"" Deadlifts3) 50/40 Ring Dips4) 50 T2B5) 30 Tough Pull-ups (choose a version that is tough for you)",0,315# DL,Other / Text,,"[{""other"":""315# DL""},{""other"":""30 BMU""}]","DLs UB, BMUs 6x5 @1:00/2:00 WRCRipped TDY @RAB had to knock off & triage bleeding 🩸dwelling in #BMD didnt feel any pain",RX,,
09/16/2021,Conditioning,8 Min AMRAP:• 6 Power Snatch (95/65)• 6 Overhead Squat• 30 Double-Unders,1,1,Rounds + Reps,,"[{""reps"":0,""rnds"":1}]",couldnt grip bar w/ bloody/ripped/soft/weak callus so just did 💯 singles w/ rope didnt fit me.,SCALED,,
09/18/2021,5k Run,"•Run/Jog 5,000 meters",2640,44:00:00,Time,,"[{""mins"":44,""secs"":0}]","On treadmill 😕 moved for quality @3/5mph mixed walking/jogging walk .25mi += jog .50mi for first 2.25mi, increased pace to 5/6/7mph last 3 .25mi. Felt strong, needed to lateral band walk more in warm-up. Coming off TDY, this felt good to rid of weakness. Game-On 💥🏋️🤘",RX,,
09/20/2021,Midline,A) 3x15 Reverse Hypers – medium/heavyB) 3x5 Unilateral Reverse Lunges (5L/5R) – medium,35,35,Reps,,"[{""reps"":15},{""reps"":10},{""reps"":10}]",1x15 Reverse Hypers2x10 Reverse Lunges w/🪵,RX,,
09/20/2021,Deadlift 5x3,Deadlift for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps,355,355,Load,Deadlift,"[{""load"":235,""success"":true},{""load"":255,""success"":true},{""load"":285,""success"":true},{""load"":335,""success"":true},{""load"":355,""success"":true}]","Set 5 @335 += 35# ⛓️ top-pullz today off 3.5"" blocks standing on 35# Steelies ~1.5""",RX,,
09/20/2021,Clean & Jerk 5x1,Clean & Jerk for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep,235,235,Load,Clean & Jerk,"[{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":235,""success"":false},{""load"":235,""success"":false},{""load"":235,""success"":true}]","wasnt mobd & mental fail 🤯 -= misses, dialed it in & un-pussitisd, off blocks today (low-back) 🤕",RX,,
09/20/2021,Hang Squat Snatch 3x2,Hang Squat Snatch for load: #1: 2 reps  #2: 2 reps  #3: 2 reps,165,165,Load,Hang Squat Snatch,"[{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":165,""success"":true}]",Hi-Pull 185 (low-back) back-off 10%🤕,RX,,
09/21/2021,Strict HSPU + ME Kipping HSPU,3X5 Strict HSPU + ME Kipping HSPU – rest 60 sec.,10,10,Reps,,"[{""reps"":10},{""reps"":10},{""reps"":10}]",2x5 SP + 5 PP @951x5 sHSPU + 5 kHSPU,RX,,
09/21/2021,Wide Grip Pull-ups,Wide Grip Pull-ups: 5 x 4. Rest 90s.,1.2,1.2,Load,,"[{""load"":1,""success"":true},{""load"":1,""success"":true},{""load"":1,""success"":true},{""load"":1,""success"":true},{""load"":1.2,""success"":true}]",4x5 @BW1x5 @BW+35# KB,RX,,
09/21/2021,Conditioning,"AMRAP 12:• 10 Alt. DB/KB Snatch (50/53, 30/35) (total)• 10 Burpees• 200 Meter Run**See notes",21,21,Rounds + Reps,,"[{""reps"":0,""rnds"":21}]",1 Round @Rx + 20 🪵 Rounds 🪓3 weeks harvest 3 cord += 8-cord 🎯,SCALED,,
09/22/2021,Conditioning,With a 20:00 countdown timer:• 200 Double Unders• Remaining time: Max Distance on the Rower**Score = total distance completed (see notes for subs),6437.38,6437.38,Meters,,"[{""meters"":6437.376}]",100 DUs @1:00 Work /2:00 Rest50/50 DUs 2x@0:30/0:30 WRCEcho Bike 15:00 @convo pace 120-130bpm,RX,,
09/23/2021,Back Squat 3-3-3-1,Back Squat for load: #1: 3 reps @ 85% #2: 3 reps @ 85% #3: 3 reps @ 85% #4: 1 rep @ 90%,365,365,Load,Back Squat,"[{""load"":225,""success"":true},{""load"":275,""success"":true},{""load"":315,""success"":true},{""load"":365,""success"":true}]",Raw sets 1-2 (weak-ish from TDY)Beltd += Chains ⛓️ sets 3-4,RX,,
09/23/2021,Conditioning,"EMOM 20:• Minute 1: 100 Front Rack Carry (53s, 35s)• Minute 2: 15 Russian Swings (70, 53)• Minute 3: 5 High Box Jumps (30, 24)• Minute 4: 15 Ball Slams (30, 20)",10,10,Rounds + Reps,,"[{""reps"":0,""rnds"":10}]","1Rd @Rx += Ultimate Sandbag 80# FRCs/ 70# KBS / Seated BJs to 24"" Box + 7"" 2x45lb Hi-Temps Stacked / 30# Slam Ball+ Split 🪓 9x20"" Oak Rounds w/ remaining time ~15mins #HardwoodPaysOff 💥🪵🤘",SCALED,,
09/24/2021,Floor Press 5-3-2-1-1-1,Floor Press for load: #1: 5 reps #2: 3 reps #3: 2 reps #4: 1 rep #5: 1 rep #6: 1 rep,235,235,Load,Floor Press,"[{""load"":135,""success"":true},{""load"":205,""success"":true},{""load"":185,""success"":true},{""load"":215,""success"":true},{""load"":235,""success"":true},{""load"":255,""success"":false}]","left shoulder chirping at me today, didnt feel 🧨 need more pressing reps rebuild, Jun I hit a 275# [off blocks]😒🤯 got 255# off blocks 1/2"" blame poor sleep & stress & fatigue 🤕",RX,,
09/24/2021,Conditioning,"21-15-9 For time:• Push Press (135, 95)• T2B*33 UB Wallballs after each set (20, 14) (10’, 9’)*If you break during your wallballs Complete 10 Burpees on the spot15:00 Cap",360,6:00,Time,,"[{""mins"":6,""secs"":0}]","did todays Mob work, felt weak/un-recovered poor 😴 Finished w/ 10x burpees (weakness penalty) 🤕//BREAK//Split 🪓 logs w/ remaining 10-ish mins #HardwoodPaysOff 💥🪵🤘",SCALED,,
09/25/2021,Conditioning,"For time:• Run 800m• 15 Power Cleans (135, 95)• 2 Rope Climbs• Run 400m• 10 Power Cleans (185, 125)• 2 Rope Climbs• Run 200m• 5 Power Cleans (205, 135)• 2 Rope Climbs*15 Minute Time Cap (see notes for scaling options)",7200,120:00:00,Time,,"[{""mins"":120,""secs"":0}]","Mother of all Chippers: Strafing logs, splitting rounds, loading, stacking, lifting, pulling, pushing 💥🪵🤘#HardwoodPaysOff",SCALED,,
09/27/2021,Front Box Squat 5-3-2-2-2-2,Front Box Squat for load: #1: 5 reps @ 70% #2: 3 reps @ 80% #3: 2 reps @ 85% #4: 2 reps @ 90% #5: 2 reps @ 95% #6: 2 reps,245,245,Load,Front Box Squat,"[{""load"":170,""success"":true},{""load"":182,""success"":true},{""load"":205,""success"":true},{""load"":225,""success"":true},{""load"":235,""success"":true},{""load"":245,""success"":true}]","nChainz to 18"" bench 💥🤘",RX,,
09/27/2021,Double Leg Band Curls,3 x 30-50. Rest 30s.,20,20,Reps,,"[{""reps"":20}]","90-mins during #ROpal3 nap, Hung last Lonewolf set 20 #WorkForBackstraps",SCALED,,
09/27/2021,Conditioning,"AMRAP 8:• 10 Deadlifts (225, 155)• 10 Burpees",21,21,Rounds + Reps,,"[{""reps"":0,""rnds"":21}]","1Rd @Rx+= 275# DL & 6"" Target 🎯 Burpeesthen...20x 🪵 split 🪓 #HardwoodPaysOff",SCALED,,
09/27/2021,Deadlift 3x3,Deadlift for load: #1: 3 reps #2: 3 reps #3: 3 reps,375,375,Load,Deadlift,"[{""load"":275,""success"":true},{""load"":325,""success"":true},{""load"":375,""success"":true}]",#HardwoodPaysOff DL += Loaded Carry ROI => #3RMDL @LoG 🪵💥🤘🤬Yeah!!!,RX,,
09/28/2021,Conditioning,"4 Rounds for total time (including rest):• 10 Hang Power Cleans (135, 95)• 15 Calorie Bike• 25 Ab-Mat Sit-ups*Rest 90s.20:00 Cap *See notes for scale/subs",1200,20:00,Time,,"[{""mins"":20,""secs"":0}]",1Rd in 5:00 @Rx until sunrise 🌄 then out to split 🪓 logs 🪵,SCALED,,
09/28/2021,Floor Press,"3 x 30, Rest 60s*Finisher, use whatever light/odd object(s) you can think of.e.g. DB/KB/D-Ball/Sandbag",30,30,Reps,,"[{""reps"":30}]",80# Ultimate Sandbag after 1x Rd Rxd METCON❤️‍🔥,RX,,
09/28/2021,Strict Pull Ups,"Perform 3 x sub-max Chin-over-bar, Rest 2:00:a) Wide/Pronatedb) Standard/Supinatedc) Close/Supinated*Score is average across 3X sets",8.333333333,8.33,Reps,,"[{""reps"":10},{""reps"":5},{""reps"":10}]",Climbing trees & loaded carries all weekend lats smoked 🤕,RX,,
09/29/2021,3x5:00 AMRAP Couplets,"@fast-conversational pace w/ a running clock...0:00-5:00:• 10 S20H (135, 95)• 10 Box Jumps w/ step down (24, 20)7:00-12:00:• 10 KBS (53, 35)• 10 G2OH w/ plate (45, 25)14:00-19:00:• 20 Walking OH Lunges w. plate (45, 25) (total)• 50 Double-Unders*Score = total rounds + reps",4.032,4+32,Rounds + Reps,,"[{""reps"":2,""rnds"":1},{""reps"":10,""rnds"":2},{""reps"":20,""rnds"":1}]",@144BPM Max HR then out for GPP finisher for 15-mins Split 🪓 logs 🪵#DoWork #HardwoodPaysOff,RX,,
09/30/2021,Conditioning,"• 15 Front Squats (155, 105)• 21 T2B• 30 Bar Facing Burpees• 12 Front Squats• 15 T2B• 20 Bar Facing Burpees• 9 Front Squats• 9 T2B• 10 Bar Facing Burpees18:00 Cap",119,1:59,Time,,"[{""mins"":1,""secs"":59}]",@9x => 167# FS / T2R / Burpees#Ro3Kidz Had to scale time domain 💥🤯,SCALED,,
09/30/2021,Load-up/Mob-up,1 Power Clean + 1 Front Squat:• Build to METCON weight in 3x sets*Between sets perform 3-5 T2B.,187,187,Load,,"[{""load"":187,""success"":true},{""load"":187,""success"":true},{""load"":167,""success"":true}]",3/5 T2B /5 pullz Inverted @Ringz,RX,,
09/30/2021,Front Box Squat 8x3,Front Box Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps #6: 3 reps #7: 3 reps #8: 3 reps,187,187,Load,Front Box Squat,"[{""load"":187,""success"":true},{""load"":187,""success"":true},{""load"":187,""success"":true},{""load"":187,""success"":true},{""load"":187,""success"":true},{""load"":187,""success"":true},{""load"":187,""success"":true},{""load"":187,""success"":true}]","@17.5"" Bench -= 3"" (35# Hi-Temps)Felt like I was ""Building Ass"" today 💥🤘",RX,,
10/01/2021,JM Press 5x10,"JM Press for load: #1: 10 reps #2: 10 reps #3: 10 reps #4: 10 reps #5: 10 repsHybrid Press += Close-Grip BP + Skull Crusher*Think elbows forward bar to chin, slow eccentric until feel tension in Tris, then explode up!DEMO: https://youtu.be/KE3-IvpHaYw?t=143",95,95,Load,JM Press,"[{""load"":45,""success"":true},{""load"":95,""success"":true},{""load"":95,""success"":true}]",raw@bar-only / 95 raw / 95 @bar+50# mini-bands 🤯 these were #Blackening 🖤,RX,,
